Name,Address,City,Zipcode,Average Review Score,Total Review Count,Latitude,Longitude
"Keysplease 2 BR minutes to Dubai Mall 408, City Walk","Dubai, ARE",Dubai,None,7,1,25.20704,55.265124
Frank Porter - Studio One,"Dubai, ARE",Dubai,None,7,1,25.069104,55.128973
Dubai-Glitz3-MAJESTIC Lux Holiday Home-2BR-SLEEP4-Studio City,"Dubai, ARE",Dubai,None,7,1,25.04052,55.245578
Primestay - Al Andalus H in JGE,"Dubai, ARE",Dubai,None,7,1,25.029749,55.206095
New Arabian Villa Dubai Hills 522,"Dubai, ARE",Dubai,None,7,1,25.0949,55.254336
Elegant Apartment in Creek Minutes from Downtown,"Dubai, ARE",Dubai,None,7,1,25.207099,55.34736
Silkhaus central DIFC studio newly furnished with building squash court,"Dubai, ARE",Dubai,None,7,1,25.211189,55.281773
Manzil - 1BR Home in Sobha Hartland near Downtown,"Dubai, ARE",Dubai,None,7,1,25.179361,55.305596
FAM Living - Stunning 2 bedroom + Maid's room in Marina Terrace,"Dubai, ARE",Dubai,None,7,1,25.084455,55.144413
Majestine Apartments,"Dubai, ARE",Dubai,None,7,1,25.186457,55.282055
Spacious studio I City skyline view I Sleeps 3,"Dubai, ARE",Dubai,None,7,1,25.17962,55.269158
WelHome - Breathtaking View 1BR Apt in Damac Hills 2,"Dubai, ARE",Dubai,None,7,1,24.983498,55.391825
Business Bay Gem1 Bd Apt With Scenic Canal Views,"Dubai, ARE",Dubai,None,7,1,25.187859,55.283323
Panoramic pool with jacuzzi Elite Downtown Studio,"Dubai, ARE",Dubai,None,7,1,25.18608,55.278338
Brand New Modern Two Bedroom by The Metro,"Dubai, ARE",Dubai,None,7,1,25.040165,55.138698
Spectacular 3BR APT with Burj Khalifa Views,"Dubai, ARE",Dubai,None,7,1,25.192315,55.271127
LUXFolio Retreats - Modern Studio with Elegance,"Dubai, ARE",Dubai,None,7,1,25.067117,55.203426
2BR APT Seaside Serenity Shoreline 15,"Dubai, ARE",Dubai,None,7,1,25.109236,55.145732
Spacious 2BR near MOE - 2 Min Drive,"Dubai, ARE",Dubai,None,7,1,25.112125,55.194109
"Silkhaus in Burj Royale, stunning 1BR in Downtown premium tower","Dubai, ARE",Dubai,None,7,1,25.19168,55.280175
Stylish 2BR in JBR with Sea&Ain Dubai View,"Dubai, ARE",Dubai,None,7,1,25.080419,55.134656
El massa Quit apartment,"Sharjah, ARE",Sharjah,None,7,1,25.308026,55.372927
City center with Burj View!,"Dubai, ARE",Dubai,None,7,1,25.190441,55.281076
StoneTree - NEW Furnished 1BR in V3 Tower,"Dubai, ARE",Dubai,None,7,1,25.078094,55.151713
Glamorous 1BR at Residences 5 Downtown Dubai by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,7,1,25.192247,55.273927
Brand New Luxury Apartment with Pool & Gym,"Dubai, ARE",Dubai,None,7,1,25.059522,55.194479
Silkhaus Amazing 1 BDR Heart of Downtown,"Dubai, ARE",Dubai,None,7,1,25.205851,55.27887
Luxury apartments at Vida Residences,"Dubai, ARE",Dubai,None,7,1,25.202762,55.349359
Lush 1 BR at The Address Residences Dubai Marina by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,7,1,25.077501,55.140099
"Key View - Downtown Views II, Tower 3","Dubai, ARE",Dubai,None,7,1,25.202429,55.280933
"Top Floor, 1BR Beachfront Apt, Private Beach Access - Beach Vista Tower 1","Dubai, ARE",Dubai,None,7,1,25.098273,55.139796
Dubai Sport City,"Dubai, ARE",Dubai,None,7,1,25.040814,55.221762
5 min walk to Five Palm -spacious (200M2) 3BR+kids,"Dubai, ARE",Dubai,None,7,1,25.106245,55.150207
Group Stay I Near Dubai Mall I Family friendly,"Dubai, ARE",Dubai,None,7,1,25.180002,55.265981
Luxurious stay at Burj Crown Downtown Dubai,"Dubai, ARE",Dubai,None,7,1,25.194031,55.269318
"Keysplease Murjan 2 Studio Minutes to the Beach, JBR P61A","Dubai, ARE",Dubai,None,7,1,25.082111,55.139866
Luxurious 1bd near Business Bay Metro!,"Dubai, ARE",Dubai,None,7,1,25.187196,55.267972
GuestReady - Magnificent home at Aliyah Azizi,"Dubai, ARE",Dubai,None,7,1,25.213046,55.319347
"Dubai Marina, Higth Floor w/ Balcony and Views","Dubai, ARE",Dubai,None,7,1,25.069916,55.135288
Stunning Marina view corner unit in JLT,"Dubai, ARE",Dubai,None,7,1,25.070231,55.140336
MH- Fully furnished 2 BHK Vera Residence Ref 24021,"Dubai, ARE",Dubai,None,7,1,25.186301,55.282569
Huge fantastic apartment in Al Fattan Marine Tower,"Dubai, ARE",Dubai,None,7,1,25.079476,55.136474
Zapbed House - ADM 1005,"Dubai, ARE",Dubai,None,7,1,25.194833,55.282869
Sophisticated Business Bay Canal View by Suiteable,"Dubai, ARE",Dubai,None,7,1,25.18431,55.275516
4 BR Superior Duplex in Stella Maris Marina View,"Dubai, ARE",Dubai,None,7,1,25.06995,55.13249
Exquisite 2BR with Assistant Room at Mesk 1 Midtown Dubai Production City by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,7,1,25.024888,55.183426
1 Bed Apt in Vida Creek Beach,"Dubai, ARE",Dubai,None,7,1,25.202841,55.349375
Burj Khalifa view - 1bedroom - Pool & Gym,"Dubai, ARE",Dubai,None,7,1,25.209012,55.315285
ALiving Luxury 1BR Paramount Tower Business bay with Burj Khalifa View 6203,"Dubai, ARE",Dubai,None,7,1,25.186395,55.291788
Spacious 1BR in Heart of Dubai Marina,"Dubai, ARE",Dubai,None,7,1,25.08946,55.148928
1 Bedroom 2 Bathrooms Flat With Sea View Balcony,"Dubai, ARE",Dubai,None,7,1,25.0743,55.131622
GuestReady - The Greatest View,"Dubai, ARE",Dubai,None,7,1,25.192889,55.273181
Frank Porter - Park Ridge C,"Dubai, ARE",Dubai,None,7,1,25.112306,55.247081
Modern 1bdr at Sobha Waves,"Dubai, ARE",Dubai,None,7,1,25.17544,55.309199
Studio with Burj Khalifa View,"Dubai, ARE",Dubai,None,7,1,25.186039,55.286057
Panoramic lake View 1bk Apartment in JLT 4 ppl early & late check-in 10mn to Marina metro station,"Dubai, ARE",Dubai,None,7,1,25.078347,55.151117
Emaar Beach Vista 2 bedroom - Four Apple,"Dubai, ARE",Dubai,None,7,1,25.098214,55.139844
The partitions,"Dubai, ARE",Dubai,None,7,1,25.268406,55.307584
Maison Privee - Splendid Apt in Address Opera cls to Burj Khalifa,"Dubai, ARE",Dubai,None,7,1,25.197668,55.271209
The Smart Concierge - DEC Tower,"Dubai, ARE",Dubai,None,7,1,25.068473,55.12934
Primestay - Oxford Boulevard JVC,"Dubai, ARE",Dubai,None,7,1,25.058885,55.199561
Al jada / Reef 4,"Sharjah, ARE",Sharjah,None,7,1,25.312239,55.476553
Brand new 1Bedroom with balcony in JVC,"Dubai, ARE",Dubai,None,7,1,25.048852,55.20655
Emaar Beachfront 2bdr Apartment on Beach Isle,"Dubai, ARE",Dubai,None,7,1,25.099321,55.140724
Bay Central- Dubai Marina,"Dubai, ARE",Dubai,None,7,1,25.078502,55.137345
Peaceful 1BR in Studio One Dubai Marina by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,7,1,25.06898,55.129131
Aliving Stylish 1BR Damac Maison Prive Business Bay-2101,"Dubai, ARE",Dubai,None,7,1,25.18431,55.275516
Sublime 1BR at The Address Residences in JBR by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,7,1,25.072586,55.126567
Luxury One Bedroom Apartment In The Centre Of Dubai,"Dubai, ARE",Dubai,None,7,1,25.15978,55.292146
Luxury Emirates Private Villa in Dubai Jumeirah,"Dubai, ARE",Dubai,None,7,1,25.15435,55.219724
Cozy Home at the Heart of Marina on 52nd Floor,"Dubai, ARE",Dubai,None,7,1,25.087942,55.1475
Silkhaus Bright Studio Near Silicon Central Mall,"Dubai, ARE",Dubai,None,7,1,25.111436,55.376777
Picturesque 1 BR Retreat in Creek Harbour,"Dubai, ARE",Dubai,None,7,1,25.201086,55.348386
Amazing Studio In Farhad Azizi Residence,"Dubai, ARE",Dubai,None,7,1,25.208947,55.315317
Stunning Studio at Marina Views A Dubai Marina by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,7,1,25.079065,55.142461
The Smart Concierge - Bahar 1,"Dubai, ARE",Dubai,None,7,1,25.081048,55.133729
Silkhaus Dubai Hills 1BDR exclusive neighborhood,"Dubai, ARE",Dubai,None,7,1,25.099502,55.243843
Partition Room 5 Mins to Mashreq Metro,"Dubai, ARE",Dubai,None,5,10,25.115925,55.197146
Tulip Creek Hotel Apartments,"Dubai, ARE",Dubai,None,4.8,1279,25.256144,55.325581
New Arabian Burj Residence Downtown Dubai,"Dubai, ARE",Dubai,None,4.9,20,25.193054,55.273528
HALA HOTELS APARTMENTS,"Sharjah, ARE",Sharjah,None,4.8,377,25.368229,55.394793
Luxurious Studio in Business Bay,"Dubai, ARE",Dubai,None,5.1,7,25.188802,55.281916
Regal Peninsula Hotel Formerly New Peninsula Hotel Ghubaiba Bus Station Bur Dubai,"Dubai, ARE",Dubai,None,4.8,2864,25.262429,55.289775
HiGuests - Bella Rose Studio With Stunning Desert Views,"Dubai, ARE",Dubai,None,7,1,25.070378,55.245248
CareforU Hostel Al mankhool Burjman metro,"Ghantoot, ARE",Ghantoot,None,7,1,25.250876,55.287057
Silkhaus quiet DIFC studio with Burj Khalifa view and balcony,"Dubai, ARE",Dubai,None,7,1,25.211218,55.281696
Opulent Studio at Sky Gardens DIFC by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,7,1,25.211711,55.282947
Frank Porter - DAMAC Artesia,"Dubai, ARE",Dubai,None,7,1,25.020416,55.244619
Luxe high floor Studio in address 36,"Dubai, ARE",Dubai,None,7,1,25.077165,55.14053
2 BR Apartment in Address JBR with Dubai Marina View,"Dubai, ARE",Dubai,None,7,1,25.072492,55.126545
GuestReady - Ray of sunshine near Dubai Frame,"Dubai, ARE",Dubai,None,7,1,25.208878,55.315334
Chic Bright One Bedroom Suite,"Dubai, ARE",Dubai,None,7,1,25.099481,55.24436
Phenomenal 2Br in Downtown Views II,"Dubai, ARE",Dubai,None,7,1,25.202429,55.280933
Homely 1BR at Binghatti Avenue Al Jaddaf by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,5.3,3,25.211942,55.316407
Frank Porter - Majestique Residence 2,"Dubai, ARE",Dubai,None,5.3,3,24.945337,55.209656
Brown Stone Holiday Homes Creek,"Dubai, ARE",Dubai,None,5.2,4,25.208488,55.347203
Luxury 2BR Apartment in Paramount Towers Business Bay,"Dubai, ARE",Dubai,None,5.2,4,25.186228,55.292007
luxury one bed room Apartment in dubai marina pinnacle tower,"Dubai, ARE",Dubai,None,5.3,4,25.090115,55.146435
Luxury Paramount Hotel Apt D576,"Dubai, ARE",Dubai,None,5.2,4,25.186296,55.292048
Elegant 3BR in JBR w/ partial Marina View,"Dubai, ARE",Dubai,None,5.2,4,25.067737,55.130946
Traveller Partition Room in Al Barsha 1 Near Metro,"Dubai, ARE",Dubai,None,4.9,16,25.11024,55.203128
Yogi - Stylish Loft With Balcony Overlooking City Views,"Dubai, ARE",Dubai,None,5.2,4,25.18667,55.286502
"Elite LUX Holiday Homes - One Bedroom Apartment in Silicon Oasis, Dubai","Dubai, ARE",Dubai,None,5.2,5,25.124016,55.400267
Double window Partition Room in Tecom Near Metro,"Dubai, ARE",Dubai,None,4.8,30,25.09609,55.179023
Luxury Danube apartments,"Dubai, ARE",Dubai,None,5.2,5,25.18078,55.27921
Lux BnB Paramount Tower I Burj Views,"Dubai, ARE",Dubai,None,5.2,5,25.187179,55.292181
Marsa Dubai,"Dubai, ARE",Dubai,None,4.6,11,25.069885,55.135534
GSS Avenue Hotel Ex Delmon Hotel,"Dubai, ARE",Dubai,None,5.2,19,25.261511,55.324233
Private Studio Burj Khalifa Area -BEST PRICE,"Dubai, ARE",Dubai,None,5,6,25.177772,55.274296
Frank Porter - Majestique Residence 2,"Dubai, ARE",Dubai,None,5.3,3,24.945337,55.209656
Posh 2BR at Creek Horizon 2 Dubai Creek Harbour by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,5.3,3,25.207324,55.344317
Piece of Dubai 2,"Dubai, ARE",Dubai,None,5.3,3,25.187708,55.267618
Marco Polo - May Residence 5,"Dubai, ARE",Dubai,None,5.3,3,25.066578,55.203863
EasyGo - Address Opera Residences T2 3 Bedroom Burj Khalifa View,"Dubai, ARE",Dubai,None,5.3,3,25.197554,55.271085
Hidden Gem - Calm & Peaceful,"Dubai, ARE",Dubai,None,5.3,3,25.091938,55.382593
EasyGo - Azizi Riviera 14 Studio Garden View,"Dubai, ARE",Dubai,None,5.3,3,25.171785,55.302145
Peaceful Partition Room Near Mall of the Emirates,"Dubai, ARE",Dubai,None,5.3,3,25.11035,55.202588
Vacay Lettings - Lovely Studio with Pool View,"Dubai, ARE",Dubai,None,5.3,3,25.190514,55.283046
ALH Vacay - Splendid 2 Bedroom Vacation Home,"Dubai, ARE",Dubai,None,5.3,3,25.226517,55.277369
White Sage - Elite Business Bay Residence,"Dubai, ARE",Dubai,None,5.3,3,25.17998,55.265977
Primestay - 3BR Villa in Basswood in Damac Hills 2,"Dubai, ARE",Dubai,None,5.3,3,24.980658,55.380476
Exquisite Studio With Breathtaking Cityscape View,"Dubai, ARE",Dubai,None,5.3,3,25.176818,55.27269
Palm Oasis Retreat in Palm 2BR Teal & Gray Elegance Palm Jumeriah- Private Beach & Fairmont Access,"Dubai, ARE",Dubai,None,5.3,3,25.106858,55.147234
WORLD CLASS 3BR in the HEART of DUBAI,"Dubai, ARE",Dubai,None,5.3,3,25.20713,55.265246
"Frank Porter - District 16, JVC","Dubai, ARE",Dubai,None,5.5,2,25.069317,55.210716
Unforgettable Canal & Sea View in Dubai Marina,"Dubai, ARE",Dubai,None,5.5,2,25.070014,55.127887
GuestReady - The Beige Collection in Idyllic Sobha,"Dubai, ARE",Dubai,None,5.5,2,25.179268,55.305223
Hometown Apartments - Cosy 1 Br Apartment with Brand New Furniture in DIFC,"Dubai, ARE",Dubai,None,5.5,2,25.206683,55.275316
Luxe - Desert Oasis 4BR House in Elan,"Dubai, ARE",Dubai,None,5.5,2,25.028613,55.232589
Neat 1BR at Claren Tower 1 Downtown Dubai by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,5.5,2,25.190939,55.271502
Lux BnB Princess Tower Palm Ocean Views,"Dubai, ARE",Dubai,None,5.5,2,25.088796,55.146894
Standpoint Tower - 2BR Apartment - Allsopp&Allsopp,"Dubai, ARE",Dubai,None,5.5,2,25.196588,55.270911
"Luxury Apartment 2BD 120m2 Al Majaz PS5, Pool, View Khalid Lac","Ras al Khaimah, ARE",Ras al Khaimah,None,5.5,2,25.327533,55.376718
The Smart Concierge - Reehan 6,"Dubai, ARE",Dubai,None,5,6,25.188921,55.277394
Warsan Star Residence - Home Stay,"Dubai, ARE",Dubai,None,4.7,657,25.168991,55.395627
Best Closed Partition Room in Al Barsha-1 Near MOE Metro,"Dubai, ARE",Dubai,None,4.8,18,25.11043,55.202579
New Royal Mark Hotel Apartments,"Dubai, ARE",Dubai,None,4.7,155,25.270272,55.306098
Montreal Naif Hotel,"Dubai, ARE",Dubai,None,4.7,222,25.271004,55.305019
Dorus Hotel,"Dubai, ARE",Dubai,None,4.7,1628,25.272139,55.315866
The Address Dubai Mall - Burj Khalifa View,"Dubai, ARE",Dubai,None,5.5,2,25.199843,55.277452
Magnificent Stylish 2 BR in Downtown Dubai,"Dubai, ARE",Dubai,None,5.5,2,25.19168,55.280175
WOW! Beautiful 1BR Apt in Downtown - close to Burj and Mall,"Dubai, ARE",Dubai,None,5.5,2,25.196199,55.269304
Cosmopolitan 2BR at Stella Maris Dubai Marina by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,5.5,2,25.069952,55.132488
Refined 2BR with Assistant Room at Mesk 1 Midtown Dubai Production City by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,5.5,2,25.024961,55.183436
Best Location in Dubai Marina,"Dubai, ARE",Dubai,None,5.5,2,25.08656,55.147712
Direct Dubai Mall Access & Downtown & Boulevard,"Dubai, ARE",Dubai,None,5.5,2,25.19297,55.281312
Yogi - Lake-Side Fancy Apartment Near Dubai Mall,"Dubai, ARE",Dubai,None,5.5,2,25.183704,55.255543
LuxBnB Creek Rise Tower Harbor Views,"Dubai, ARE",Dubai,None,5.5,2,25.208859,55.345724
GuestReady - Class in Downtown Dubai,"Dubai, ARE",Dubai,None,5.5,2,25.190671,55.281873
GuestReady - Contemporary Apt in JBR,"Dubai, ARE",Dubai,None,5.5,2,25.07734,55.135469
Lux BnB Act-1 Tower I Boulevard Views,"Dubai, ARE",Dubai,None,5.5,2,25.193316,55.270434
"Keyview - Al Yufrah 3, DAMAC Hills 2","‘Ūd al Bayḑāʼ, ARE",‘Ūd al Bayḑāʼ,None,5.5,2,24.9839,55.3785
"Burj Khalifa View, Dubai Blvard","Dubai, ARE",Dubai,None,5.5,2,25.192433,55.273583
MarinaOasisHomes,"Dubai, ARE",Dubai,None,5.5,2,25.090142,55.148329
Studio Apartment,"Sharjah, ARE",Sharjah,None,5.5,2,25.317466,55.380883
Luxury StayCation - Elegant 1BR Apartment in the Heart of Dubai,"Dubai, ARE",Dubai,None,5.5,2,25.17998,55.265977
Silkhaus newly refurbished Downtown 1BDR with balcony,"Dubai, ARE",Dubai,None,5.5,2,25.190581,55.272098
Beautiful & Spacious Studio Apartment - JLT,"Dubai, ARE",Dubai,None,5.5,2,25.066899,55.141423
Frank Porter - Majestique Residence,"Dubai, ARE",Dubai,None,5.5,2,24.945337,55.209656
Silkhaus refurbished studio with Burj Khalifa view in DIFC,"Dubai, ARE",Dubai,None,5.5,2,25.211217,55.281696
Arnim Suite - 3 Bedrooms Apartment,"Sharjah, ARE",Sharjah,None,5.5,2,25.338951,55.390992
Frank porter - Amwaj 4,"Dubai, ARE",Dubai,None,5.5,2,25.073365,55.131898
Luxury High Floor 360 Views of Full Palm and Marina,"Dubai, ARE",Dubai,None,5.5,2,25.096761,55.139452
Silkhaus newly furnished 1BDR in Downtown near Burj Khalifa,"Dubai, ARE",Dubai,None,5.5,2,25.190834,55.271873
DAMAC Executive Bay In Business Bay,"Dubai, ARE",Dubai,None,5.5,2,25.178402,55.266399
Lavish 1BR Apt near Dubai Mall,"Dubai, ARE",Dubai,None,5.5,2,25.187214,55.282827
Primestay - Downtown Views 2 T3 in Downtown,"Dubai, ARE",Dubai,None,5.5,2,25.201752,55.281295
Frank Porter - Vera Residence,"Dubai, ARE",Dubai,None,5.5,2,25.186857,55.282989
Ocean View,"Dubai, ARE",Dubai,None,5.5,2,25.26883,55.307325
SuperHost - Downtown Delight 2BR Apt Opposite Burj Khalifa,"Dubai, ARE",Dubai,None,5.5,2,25.202843,55.281295
LUXFolio Retreats - Amazing Marina Location,"Dubai, ARE",Dubai,None,5.5,2,25.087042,55.148302
Dazzling 1BR at Marina Crown Dubai Marina by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,5.5,2,25.089779,55.148355
Primestay - Creekside 18B in Creek Harbour,"Dubai, ARE",Dubai,None,5.5,2,25.204131,55.34438
Tanin - Affordable Luxury and Fully Furnished 1BR in JVC,"Dubai, ARE",Dubai,None,5.5,2,25.048085,55.206341
Primestay - Creek Vista Reserve B 1BR in Al Meydan,"Dubai, ARE",Dubai,None,5.5,2,25.179484,55.304437
Vogue Sterling East near Dubai Mall & Burj Khalifa,"Dubai, ARE",Dubai,None,5.5,2,25.188927,55.282495
Welcoming Studio at Ghalia Jumeirah Village Circle by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,5.5,2,25.053108,55.198981
Dream Tower 1,"Dubai, ARE",Dubai,None,5.5,2,25.070408,55.135805
LUX The JBR Beach Sea View Suite,"Dubai, ARE",Dubai,None,5.5,2,25.073063,55.128151
Spacious 3 BR Suite with Marina View - Near Marina Mall,"Dubai, ARE",Dubai,None,5.5,2,25.080611,55.144224
Murjan JBR apartment by HAPPY SEASON,"Dubai, ARE",Dubai,None,5.5,2,25.081728,55.140072
LUXURY AND CALM APPARTMENT IN DUBAI,"Dubai, ARE",Dubai,None,5.5,2,25.050397,55.186266
Loft Partition close to Mall of Emirates,"Dubai, ARE",Dubai,None,5.5,2,25.11653,55.199492
Rare Holiday Homes - Close to FIVE Hotel Jumeirah Village Circle - lavender 1 R309,"Dubai, ARE",Dubai,None,5.5,2,25.05285,55.214272
Primesay - Act 1 Act 2 Tower 2 Downtown,"Dubai, ARE",Dubai,None,5.5,2,25.192315,55.271127
Frank Porter - Majestique Residence 2,"Dubai, ARE",Dubai,None,5.5,2,24.945337,55.209656
Frank Porter - Stella Maris Tower,"Dubai, ARE",Dubai,None,5.5,2,25.069949,55.13249
Trophy - Grandeur Contemporary Living right at The Palm Jumeirah,"Dubai, ARE",Dubai,None,5.5,2,25.11211,55.144037
MH- Act - Downtown 1BHK-REF4006,"Dubai, ARE",Dubai,None,5.5,2,25.192675,55.27146
HomesGetaway-The Residences 3BR Downtown-Emaar,"Dubai, ARE",Dubai,None,5.5,2,25.192889,55.273181
Opulent 1BR at Act One Act Two Tower 1 Downtown Dubai by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,5.5,2,25.192728,55.271319
The Smart Concierge - Bahar 6,"Dubai, ARE",Dubai,None,5.5,2,25.077901,55.136176
Luxury private Jacuzzi apartment in the heart of Dubai Marina JBR,"Dubai, ARE",Dubai,None,5.5,2,25.080083,55.139629
Paradise 2BR at Royal Amwaj North Palm Jumeirah by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,5.5,2,25.130893,55.15336
Cosy Studio with Canal Views by Orion Short Stays - 521 Monthly Offer,"Dubai, ARE",Dubai,None,5.5,2,25.180285,55.265663
Elegant 4B+Maid room Villa in Palm - Livbnb,"Dubai, ARE",Dubai,None,5.5,2,25.11258,55.119497
JP Apartment,"Dubai, ARE",Dubai,None,5.5,2,25.266597,55.380345
Frank Porter - Bay Central,"Dubai, ARE",Dubai,None,5.5,2,25.078664,55.137533
"Livbnb -Glam Studio in Marina, Next to Marina Walk","Dubai, ARE",Dubai,None,5.5,2,25.068573,55.131557
Dubai Marina - Huge Luxury Studio Apartment,"Dubai, ARE",Dubai,None,5.5,2,25.068718,55.134132
SuperHost - Comfort 1BR Centurion Onyx Retreat with Balcony,"Dubai, ARE",Dubai,None,5.5,2,25.164715,55.305387
Expansive 2BR at Azizi Aliyah Dubai Healthcare City by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,5.5,2,25.213145,55.319778
Cool Studio near to Metro & Beach in Dubai Marina,"Dubai, ARE",Dubai,None,5.5,2,25.069971,55.135267
Luxury 1-Bedroom Apartment near to Burj Khalifa,"Dubai, ARE",Dubai,None,5.5,2,25.184714,55.274328
"Fully-furbished, modern apartment in Business Bay.","Dubai, ARE",Dubai,None,5.5,2,25.190524,55.283032
Partition Rooms in Hotel Apartment,"Dubai, ARE",Dubai,None,4.8,12,25.267495,55.329546
Room available in one bedroom appartment dating not allowd thare,"Sharjah, ARE",Sharjah,None,4.9,7,25.357852,55.389817
Frank Porter - Boulevard Point,"Dubai, ARE",Dubai,None,4.9,7,25.193198,55.281087
Frank Porter - Kempinski Central Avenue,"Dubai, ARE",Dubai,None,5,6,25.199843,55.277452
Cozy Rooms and Small Partitions for Men guests in Dubai,"Dubai, ARE",Dubai,None,4.7,48,25.162675,55.247815
Fairmont Luxury Penthouse Private gym & pool,"Dubai, ARE",Dubai,None,4.9,7,25.111099,55.139712
Key View - Madina Tower,"Dubai, ARE",Dubai,None,5,5,25.0743,55.1439
Nasma Luxury Stays - Fabulous Apartment With Balcony Near MJL's Souk,"Dubai, ARE",Dubai,None,5.5,2,25.135594,55.188476
KeyOne - 1BR in Grandeur Residences,"Dubai, ARE",Dubai,None,5.5,2,25.098993,55.121025
Anantara on Palm Jumeriah 1 Br apartment with full sea view,"Dubai, ARE",Dubai,None,5.5,2,25.127628,55.153942
Spacious 2BR Apartment in Dubai Marina Studio One Tower,"Dubai, ARE",Dubai,None,5.5,2,25.069032,55.128962
"Luton Vacation Homes - Damac Paramount Amazing 3BR, Business Bay, Dubai - 26AB05","Dubai, ARE",Dubai,None,5.5,2,25.185876,55.291135
EGU Properties Group,"Dubai, ARE",Dubai,None,5.5,2,25.118772,55.392934
Spacious 1BR in Anantara Dubai by Tanami Holiday Homes,"Dubai, ARE",Dubai,None,5.5,2,25.12764,55.154028
"Primestay - AHAD Residence Studio, Business Bay","Dubai, ARE",Dubai,None,5.5,2,25.186348,55.265707
Frank Porter - Bayside Trident,"Dubai, ARE",Dubai,None,5.5,2,25.081382,55.145003
Frank Porter - Majestique Residence 2,"Dubai, ARE",Dubai,None,5.5,2,24.945337,55.209656
Modern 1BR at DAMAC Zada Tower Business Bay by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,6,1,25.184476,55.261735
Chic City Living Liv Residence 2br Urban Heaven!,"Dubai, ARE",Dubai,None,6,1,25.080913,55.140786
