branches/branchid,branches/compid,branches/longitute,branches/latitude,branches/locationtext,branches/branchatmtitletext,branches/atmbranch,branches/addresstext,branches/phoneno,branches/weekdayworkhours,branches/facilitiesavailable,branches/enableDisability,branches/disability
SCU0100,petrofac-ccdm,55.36993669,25.33014283,Petrofac Sharjah - CCDM,Petrofac Building - Cash Deposit ATM,ATM,Al Khan Road,04-424-4444,8 AM – 12 AM,Cash Withdrawal #Cardless cash withdrawal Cash & Cheque deposits # Financial Summary # Bill Payments # Money transfers # Cheque Book request # Statement request # PIN issuance # Card Blocking / Replacement # Mashreq Online Services #Apply for Products # Profile Update # Preference settings,,Disability friendly access
SDU0134,ramez-hypermarket,55.44323544,25.30578299,Ramez Hypermarket,Ramez Hypermarket,ATM,"Maliha Road, Industrial Area # 13 (Emirates Road) Land Mark:- Near National Paints",04-424-4444,8 AM – 12 AM,Cash Withdrawal # Cardless cash withdrawal #Financial Summary # Bill Payments # Money transfers # Cheque Book request# Statement request # PIN issuance # Card Blocking / Replacement # Mashreq Online Services # Apply for Products# Profile Update # Preference settings,,Disability friendly access
SDU9943,ramez-hypermarket-sharjah-industrial,55.415602,25.334941,"Ramez Hypermarket, Sharjah Industrial","Ramez Hypermarket, Sharjah Industrial",ATM,"Ramez mall , King Abdul Aziz St. Sharjah industrial area , next to lulu hypermarket",+971 4 4244444,,Cash Withdrawal # Cardless cash withdrawal #Financial Summary # Bill Payments # Money transfers # Cheque Book request# Statement request # PIN issuance # Card Blocking / Replacement # Mashreq Online Services # Apply for Products # Profile Update # Preference settings,,Disability friendly access
SCU9688,safari-mall,55.452058,25.304649,Safari Mall,Safari Mall,ATM,"Safari Mall , 106 Muweilah , Sharjah",+971 4 424 4444,08:00 AM - 12:00 AM,Cash Withdrawal #Cardless cash withdrawal #Cash & Cheque deposits # Financial Summary # Bill Payments # Money transfers # Cheque Book request # Statement request # PIN issuance # Card Blocking / Replacement # Mashreq Online Services #Apply for Products # Profile Update ,1,Disability friendly access
SCU6902,sahara-centre-branch-ccdm,55.372874,25.298071,Sahara Centre Branch - CCDM,Sahara Centre Branch EBSU- Cash Deposit ATM,ATM,"Sahara Centre, Al Nahda Sharjah , Lower Ground Floor",+971 4 424 4444,10AM -10PM,Cash Withdrawal #Cardless cash withdrawal Cash & Cheque deposits # Financial Summary # Bill Payments # Money transfers # Cheque Book request # E-Statement # PIN issuance # Card Blocking / Replacement # Mashreq Online Services #Apply for Products  # Profile Update # Preference settings,1,Disability friendly access
ITM6911,sahara-centre-branch-ITM,55.372874,25.298071,Sahara Centre Branch - ITM,Sahara Centre Branch EBSU - Interactive Teller Machine,ATM,"Sahara Centre, Al Nahda Sharjah , Lower Ground Floor",+971 4 424 4444,"Remote teller services : 8:00 AM to 7:00 PM (Mon-Sat), 7:30 AM to 12:30 PM and 2:30 PM to 7:00 PM (Fri) , other ATM services are accessible as per Mall hours",Cheque Encashment & Remote Teller Services # Cash Withdrawal # Cash / Cheque Deposit # Cheque Book Request # Card / Bill Payment # Money Transfer # Card Replacement / Activation # Mashreq Online Services # EID / Passport / Visa Update,1,Disability friendly access
SKU6921,sahara-centre-branch-kiosk,55.372874,25.298071,Sahara Centre Branch - Kiosk,Sahara Centre Branch EBSU - Service Kiosk,ATM,"Sahara Centre, Al Nahda Sharjah , Lower Ground Floor",+971 4 424 4444,10AM -10PM,Financial Summary #Bill Payments #Money transfers #Cheque Book request #E-Statement request #PIN issuance #Card Blocking / Replacement #Mashreq Online Services #Apply for Products #Profile Update #Preference settings,1,Disability friendly access
SDU9806,shaml-al-madina-super-market-al-nahda,55.380171,25.304005,Shaml al Madina Super market - al Nahda,Shaml al Madina Super market - al Nahda,ATM,"Shop No 1, Gulf Tower, Opposite Fais Tower 2 , Al Nahda Sharjah",+971 4 424 4444,24/7,Cash Withdrawal # Cardless cash withdrawal #Financial Summary # Bill Payments # Money transfers # Cheque Book request# Statement request # PIN issuance # Card Blocking / Replacement # Mashreq Online Services # Apply for Products # Profile Update # Preference settings,,Disability friendly access
SCU9839,sharjah-city-centre-ccdm,55.39333463,25.3238271,Sharjah City Centre - CCDM,Sharjah City Centre - Cash Deposit ATM,ATM,"Ground floor, Sharjah city centre, Al Wahda Road, Industrial Area 1  Next to Al Khan Bridge",+971 4 424 4444,10 AM - 10 PM,Cash Withdrawal #Cardless cash withdrawal Cash & Cheque deposits # Financial Summary # Bill Payments # Money transfers # Cheque Book request # Statement request # PIN issuance # Card Blocking / Replacement # Mashreq Online Services #Apply for Products  # Profile Update # Preference settings,1,Disability friendly access
SCU7502,sharjah-industrial-branch,55.43142334,25.3006845,Sharjah Industrial Branch,Sharjah Industrial Branch,ATM,"Shop No.1, Industrial Area No 11,  Mohd Obaid Al Suwaidi Bldg, near fourth Industrial road & Industrial Area Police station, before National Paints interchange, Sharjah",+971 4 4244444,24/7,Cash Withdrawal #Cardless cash withdrawal Cash & Cheque deposits # Financial Summary # Bill Payments # Money transfers # Cheque Book request # Statement request # PIN issuance # Card Blocking / Replacement # Mashreq Online Services #Apply for Products  # Profile Update # Preference settings,1,Disability friendly access
SRU7503,Sharjah Industrial EBSU ,55.4314233,25.3006845,Sharjah Industrial EBSU - Bulk deposit machine,Sharjah Industrial EBSU,ATM,"Shop No.1, Industrial Area No 11,  Mohd Obaid Al Suwaidi Bldg, near fourth Industrial road & Industrial Area Police station, before National Paints interchange, Sharjah",+971 4 424 4444,24/7,Bulk Cash/Coin Deposits ( New ) # Cash Withdrawal # Card/Bill Payments # Cheque Book Request,,Disability friendly access
ITM7511,Sharjah-Industrial-EBSU,55.4314233,25.3006845,Sharjah Industrial EBSU - Interactive Teller Machine,Sharjah Industrial EBSU - Interactive Teller Machine,ATM,"Shop No.1, Industrial Area No 11,  Mohd Obaid Al Suwaidi Bldg, near fourth Industrial road & Industrial Area Police station, before National Paints interchange, Sharjah",04 424 44 44,"Remote teller services : 8:00 AM to 7:00 PM (Mon-Sat), 7:30 AM to 12:30 PM and 2:30 PM to 7:00 PM (Fri) , other ATM services are accessible 24/7",Cheque Encashment & Remote Teller Services # Cash Withdrawal # Cash / Cheque Deposit # Cheque Book Request # Card / Bill Payment # Money Transfer # Card Replacement / Activation # Mashreq Online Services # EID / Passport / Visa Update,,Disability friendly access
SDU9944,sheraton-hotel,55.4227764,25.3952928,Sheraton Hotel,Sheraton Hotel,ATM,"Al Muntazah Street, Al’Rifa’ah Sharjah",+971 4 4244444,24/7,Cash Withdrawal # Cardless cash withdrawal #Financial Summary # Bill Payments # Money transfers # Cheque Book request# Statement request # PIN issuance # Card Blocking / Replacement # Mashreq Online Services # Apply for Products # Profile Update # Preference settings,1,Disability friendly access
SDU9866,taier-al-madina-supermarket,55.6145,25.336756,Taier Al Madina supermarket,Taier Al Madina supermarket,ATM,"Emirates Industrial City Sajja, PO Box 43891 , Sharjah UAE",+971 4 424 4444,24/7,Cash Withdrawal # Cardless cash withdrawal #Financial Summary # Bill Payments # Money transfers # Cheque Book request# Statement request # PIN issuance # Card Blocking / Replacement # Mashreq Online Services # Apply for Products # Profile Update # Preference settings,,Disability friendly access
SDU0287,talal-Ssupermarket-saif,55.48989,25.33607,"Talal Supermarket,  SAIF","Talal Supermarket,  SAIF",ATM,Sharjah Aiport International Free Zone,+971 4 4244444,24/7,Cash Withdrawal # Cardless cash withdrawal #Financial Summary # Bill Payments # Money transfers # Cheque Book request# Statement request # PIN issuance # Card Blocking / Replacement # Mashreq Online Services # Apply for Products # Profile Update # Preference settings,,Disability friendly access
SCU9788,wall-street-exchange-ccdm,55.552487,25.563031,Wall Street Exchange - CCDM,Wall Street Exchange - Cash Deposit ATM,ATM,"Wall street Exchnage, Opposite to Lulu center ",+971 4 424 4444,24/7,Cash Withdrawal #Cardless cash withdrawal Cash & Cheque deposits # Financial Summary # Bill Payments # Money transfers # Cheque Book request # Statement request # PIN issuance # Card Blocking / Replacement # Mashreq Online Services #Apply for Products  # Profile Update # Preference settings,,Disability friendly access
005,abu-dhabi-main,54.3597083,24.4904959,Abu Dhabi Main,Abu Dhabi Main Branch - Full Service ,Branch,"Ground Floor, Blue Tower, Khalifa St, Corniche Road",+971 4 424 4444,"Monday – Thursday & Saturday - 8 am to 3:30 pm , Friday 7:30 am to 12:30 pm","Withdraw/Deposit cash#Manage your account#Get assistance from our universal banker#Get assistance from Mashreq Gold specialist at the dedicated service lounge.#Get assistance from Business Banking specialist on Account Management (KYC, Trade License Update and other requests) at the dedicated Business Banking Service lounge.#Collect return cheques and pay orders#24/7 access to ATMs and self-serve kiosks##Delivery Center #Delivery Center 8:00 AM to 3:30 PM (Mon-Thur ), 7:30 AM to 12:30 PM# Remote Teller Services - 8:00 AM to 7:00 PM (Mon-Sat), 7:30 AM to 12:30 PM and 2:30 PM to 7:00 PM (Fri)",,Disability friendly access
004,al-ain-main-express-banking,55.7621770,24.2281000,Al Ain Main EBSU ,Al Ain Main Branch EBSU ,Branch,Ali Ibn Abi Taleb St - Central District,+971 4 4244444,24/7,"Withdraw/Deposit Cash#24/7 access to ATMs and Self-Serve Kiosks# Remote Teller Services - 8:00 AM to 7:00 PM (Mon-Sat), 7:30 AM to 12:30 PM and 2:30 PM to 7:00 PM (Fri)",,Disability friendly access
46,mussafah-branch,54.522732,24.377763,Mussaffah Branch,Mussaffah Branch - Full Service,Branch,"Building # N - 1(Mohd. Zayed Al Mansouri Building),M10, Musaffah Industrial Area. Near Abudhabi Municipality Musaffah,  Abudhabi.",+971 4 424 4444,"Monday – Thursday & Saturday - 8 am to 3:30 pm , Friday 7:30 am to 12:30 pm","Partial Cheque Payment#Withdraw/Deposit cash#Manage your account#Get assistance from our Sales and Service staff#24/7 access to ATMs and self-serve kiosks#Get assistance from Business Banking specialist on Account Manage#Get assistance from Business Banking specialist on Account Management (KYC, Trade License Update and other requests)# Remote Teller Services - 8:00 AM to 7:00 PM (Mon-Sat), 7:30 AM to 12:30 PM and 2:30 PM to 7:00 PM (Fri)",,Disability friendly access
121,al-manal-center-branch,55.305496,25.271118,Al Manal Center Branch,Al Manal Center Branch - Express Banking,Branch,"Al Manal Center , Ground Floor - Opposite to Naif Souq and behind Naif Police station , Dubai , UAE",+971 4 424 4444,Mall Working Hours,"Withdraw/Deposit cash/cheque using ATM and Interactive Teller Machine#Manage your account#Remote Teller Services - 8:00 AM to 7:00 PM (Mon-Sat), 7:30 AM to 12:30 PM and 2:30 PM to 7:00 PM (Fri)",1,Disability friendly access
072,al-quoz-branch,55.232618,25.160709,Al Quoz ,Al Quoz Branch - Express Banking,Branch,"Building of Khalifa Abdulla Ahmed Dasmal, located on Sheikh Zayed Road before 4x4 Motors, near Noor bank metro station, Al Quoz Area, Dubai, UAE",+971 4 424 4444,24/7,"Withdraw/Deposit cash on ATM#Remote Teller Services - 8:00 AM to 7:00 PM (Mon-Sat), 7:30 AM to 12:30 PM and 2:30 PM to 7:00 PM (Fri)#24/7 access to ATMs and self-serve kiosks",,Disability friendly access
003,burjuman-branch,55.303379,25.255552,Burjuman Branch,Burjuman Branch - Full Service ,Branch,"Khalid Bin Waleed Road, Opposite Burjuman Centre and adjacent to Burjuman Metro Station, Bur Dubai",+971 4 424 4444,"Monday – Thursday & Saturday - 8 am to 3:30 pm , Friday 7:30 am to 12:30 pm","Universal Banker Assistance#Mashreq Gold Specialist at the Dedicated Service Lounge#Business Banking Specialist on Account Management (KYC, Trade License Update and other requests)#Collect Return Cheques and Pay Orders##Delivery Center 9:00 AM to 2:00 PM (Mon-Thur ), 9:00 AM to 12:00 PM (Fri)#Remote Teller Services - 8:00 AM to 7:00 PM (Mon-Sat), 7:30 AM to 12:30 PM and 2:30 PM to 7:00 PM (Fri)",,Disability friendly access
107,dubai-festival-city-branch,55.3555,25.2236,Dubai Festival City Branch - Express Banking,Dubai Festival City Branch - Express Banking ,Branch,"Ground Floor, IKEA Wing, Dubai Festival City Mall, Dubai, UAE",+971 4 4244444,Mall Working Hours,"Withdraw/Deposit cash on ATM#Remote Teller Services - 8:00 AM to 7:00 PM (Mon-Sat), 7:30 AM to 12:30 PM and 2:30 PM to 7:00 PM (Fri)#Access to ATMs and self-serve kiosks",1,Disability friendly access
073,dubai-internet-city-branch,55.15837759,25.09441817,Dubai Internet City,Dubai Internet City Branch - Full Service,Branch,"Plot No A 009-010,  Al Farqad Street, near US Telecom, Samsung building, Electronic Commerce & Media Free Zone Authority, Sheikh Zayed Road, Dubai, UAE",+971 4 4244444,"Monday – Thursday & Saturday - 8 am to 3:30 pm , Friday 7:30 am to 12:30 pm","E-Guarantee#Remote Teller Services - 8:00 AM to 7:00 PM (Mon-Sat), 7:30 AM to 12:30 PM and 2:30 PM to 7:00 PM (Fri)#Withdraw/Deposit cash#Manage your account#Get assistance from our Sales and Service staff#24/7 access to ATMs and self-serve kiosks#Get assistance from Business Banking specialist on Account Management (KYC, Trade License Update and other requests)#Avail legalization services ##Delivery Center 8:00 AM to 3:30 PM (Mon-Thur ), 7:30 AM to 12:30 PM",1,Disability friendly access
022,dubai-mall-branch,55.279469,25.198083,Dubai Mall Branch,Dubai Mall Branch - Express Banking,Branch,"Unit # LG-176, financial institution block, near Dubai Mall fountain and Aquarium, Dubai Mall, Dubai, UAE",+971 4 4244444,Mall Working Hours,"Withdraw/Deposit cash using ATM and Interactive Teller Machine#Manage your account#Remote Teller Services - 8:00 AM to 7:00 PM (Mon-Sat), 7:30 AM to 12:30 PM and 2:30 PM to 7:00 PM (Fri)#Access to ATMs and self-serve kiosks",1,Disability friendly access
056,mirdiff-branch,55.4066276550292,25.2177930025871,Mirdif City Centre ,Mirdif City Centre Branch - Express Banking,Branch,"Mirdif City Centre, Mirdif, Sheikh Mohammed Bin Zayed Road - Dubai, UAE",+971 4 424 4444,Mall Working Hours,"Withdraw/Deposit cash #Manage your account #Remote Teller Services - 8:00 AM to 7:00 PM (Mon-Sat), 7:30 AM to 12:30 PM and 2:30 PM to 7:00 PM (Fri)#Access to ATMs and self-serve kiosks #Credit card payment via account# Update customer profile",1,Disability friendly access
071,mall-of-emirates-branch,55.199508,25.117544,Mall of Emirates,Mall of the Emirates Branch - Express Banking,Branch,"Shop GX-01, Ground Floor, Mall of the Emirates, Al Barsha, Dubai, UAE",+971 4 4244444,Mall Working Hours,"Withdraw/Deposit cash #Manage your account #Remote Teller Services - 8:00 AM to 7:00 PM (Mon-Sat), 7:30 AM to 12:30 PM and 2:30 PM to 7:00 PM (Fri)#Access to ATMs and self-serve kiosks #Credit card payment via account# Update customer profile",1,Disability friendly access
